Label,Gene_x,Taxon_x,Reference_x,Gene_y,Taxon_y,Reference_y,Ontology
NCL,Nucleolin,NCBITaxon:9606,PMID:16213212,nucleolin,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
NSUN5,28S rRNA (cytosine-C(5))-methyltransferase,NCBITaxon:9606,PMID:31428936,"NOL1/NOP2/Sun domain family, member 5",NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
RBM3,RNA-binding protein 3,NCBITaxon:9606,GO_REF:0000024,"RNA binding motif (RNP1, RRM) protein 3",NCBITaxon:10090,MGI:MGI:3530692|PMID:15684048,GO0006412
GGT1,Glutathione hydrolase 1 proenzyme,NCBITaxon:9606,PMID:21447318,gamma-glutamyltransferase 1,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
DPH7,Diphthine methyltransferase,NCBITaxon:9606,GO_REF:0000041,diphthamine biosynethesis 7,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
NGRN,Neugrin,NCBITaxon:9606,PMID:27667664,"neugrin, neurite outgrowth associated",NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
AARSD1,Alanyl-tRNA editing protein Aarsd1,NCBITaxon:9606,GO_REF:0000002,alanyl-tRNA synthetase domain containing 1,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
EIF3I,Eukaryotic translation initiation factor 3 subunit I,NCBITaxon:9606,GO_REF:0000104,"eukaryotic translation initiation factor 3, subunit I",NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
SHMT1,"Serine hydroxymethyltransferase, cytosolic",NCBITaxon:9606,PMID:10995219,serine hydroxymethyltransferase 1 (soluble),NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
MRPL39,"39S ribosomal protein L39, mitochondrial",NCBITaxon:9606,Reactome:R-HSA-5389840,mitochondrial ribosomal protein L39,NCBITaxon:10090,MGI:MGI:1350680|PMID:10593885,GO0006412
CDK5RAP1,Mitochondrial tRNA methylthiotransferase CDK5RAP1,NCBITaxon:9606,GO_REF:0000107,CDK5 regulatory subunit associated protein 1,NCBITaxon:10090,MGI:MGI:5635958|PMID:25738458,GO0006412
SECISBP2,Selenocysteine insertion sequence-binding protein 2,NCBITaxon:9606,PMID:21873635,SECIS binding protein 2,NCBITaxon:10090,MGI:MGI:5585168|PMID:24844465,GO0006412
IGFBP5,Insulin-like growth factor-binding protein 5,NCBITaxon:9606,PMID:15700281,insulin-like growth factor binding protein 5,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
MRPL2,"39S ribosomal protein L2, mitochondrial",NCBITaxon:9606,Reactome:R-HSA-5389840,mitochondrial ribosomal protein L2,NCBITaxon:10090,MGI:MGI:1350680|PMID:10593885,GO0006412
EIF3H,Eukaryotic translation initiation factor 3 subunit H,NCBITaxon:9606,GO_REF:0000104,"eukaryotic translation initiation factor 3, subunit H",NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
EIF3D,Eukaryotic translation initiation factor 3 subunit D,NCBITaxon:9606,GO_REF:0000104,"eukaryotic translation initiation factor 3, subunit D",NCBITaxon:10090,MGI:MGI:3843422|PMID:17581632,GO0006412
MRPS14,"28S ribosomal protein S14, mitochondrial",NCBITaxon:9606,PMID:10938081,mitochondrial ribosomal protein S14,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
MTG1,Mitochondrial ribosome-associated GTPase 1,NCBITaxon:9606,PMID:23396448,mitochondrial ribosome-associated GTPase 1,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
PUS7,Pseudouridylate synthase 7 homolog,NCBITaxon:9606,PMID:29628141,pseudouridylate synthase 7,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
EIF1B,Eukaryotic translation initiation factor 1b,NCBITaxon:9606,GO_REF:0000043,eukaryotic translation initiation factor 1B,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
UQCC1,Ubiquinol-cytochrome-c reductase complex assembly factor 1,NCBITaxon:9606,PMID:24385928,ubiquinol-cytochrome c reductase complex assembly factor 1,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
LIN28A,Protein lin-28 homolog A,NCBITaxon:9606,GO_REF:0000024,lin-28 homolog A (C. elegans),NCBITaxon:10090,MGI:MGI:5795814|PMID:23102813,GO0006412
TACO1,Translational activator of cytochrome c oxidase 1,NCBITaxon:9606,GO_REF:0000107,translational activator of mitochondrially encoded cytochrome c oxidase I,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
PER2,Period circadian protein homolog 2,NCBITaxon:9606,GO_REF:0000024,period circadian clock 2,NCBITaxon:10090,MGI:MGI:1935010|PMID:11395012,GO0006412
PLXNB2,Plexin-B2,NCBITaxon:9606,PMID:29100074,plexin B2,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
EIF4G2,Eukaryotic translation initiation factor 4 gamma 2,NCBITaxon:9606,PMID:11943866,"eukaryotic translation initiation factor 4, gamma 2",NCBITaxon:10090,MGI:MGI:85696|PMID:9030685,GO0006412
POLDIP3,Polymerase delta-interacting protein 3,NCBITaxon:9606,PMID:18423201,"polymerase (DNA-directed), delta interacting protein 3",NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
FXR2,Fragile X mental retardation syndrome-related protein 2,NCBITaxon:9606,PMID:21873635,"fragile X mental retardation, autosomal homolog 2",NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
FXR1,Fragile X mental retardation syndrome-related protein 1,NCBITaxon:9606,PMID:21873635,"fragile X mental retardation gene 1, autosomal homolog",NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
MRPL15,"39S ribosomal protein L15, mitochondrial",NCBITaxon:9606,Reactome:R-HSA-5389840,mitochondrial ribosomal protein L15,NCBITaxon:10090,MGI:MGI:1350680|PMID:10593885,GO0006412
PPP1R15B,Protein phosphatase 1 regulatory subunit 15B,NCBITaxon:9606,GO_REF:0000024,"protein phosphatase 1, regulatory subunit 15B",NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
PINK1,"Serine/threonine-protein kinase PINK1, mitochondrial",NCBITaxon:9606,GO_REF:0000107,PTEN induced putative kinase 1,NCBITaxon:10090,MGI:MGI:5558956|PMID:24553947,GO0006412
ZAR1,Zygote arrest protein 1,NCBITaxon:9606,PMID:21873635,zygote arrest 1,NCBITaxon:10090,PMID:21873635,GO0006412
LARP1,La-related protein 1,NCBITaxon:9606,PMID:20430826,"La ribonucleoprotein domain family, member 1",NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
MAGOH,Protein mago nashi homolog,NCBITaxon:9606,GO_REF:0000043,"mago homolog, exon junction complex core component",NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
RPL15,60S ribosomal protein L15,NCBITaxon:9606,PMID:12962325,ribosomal protein L15,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
PER1,Period circadian protein homolog 1,NCBITaxon:9606,GO_REF:0000024,period circadian clock 1,NCBITaxon:10090,MGI:MGI:1935010|PMID:11395012,GO0006412
BARHL2,BarH-like 2 homeobox protein,NCBITaxon:9606,GO_REF:0000107,BarH like homeobox 2,NCBITaxon:10090,MGI:MGI:2654373|PMID:12657654,GO0006412
MTIF2,"Translation initiation factor IF-2, mitochondrial",NCBITaxon:9606,GO_REF:0000043,mitochondrial translational initiation factor 2,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
DNAJC3,DnaJ homolog subfamily C member 3,NCBITaxon:9606,GO_REF:0000024,DnaJ heat shock protein family (Hsp40) member C3,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
DARS2,"Aspartate--tRNA ligase, mitochondrial",NCBITaxon:9606,Reactome:R-HSA-379726,aspartyl-tRNA synthetase 2 (mitochondrial),NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
MRPL43,"39S ribosomal protein L43, mitochondrial",NCBITaxon:9606,PMID:11543634,mitochondrial ribosomal protein L43,NCBITaxon:10090,MGI:MGI:2154458|GO_REF:0000008,GO0006412
TARDBP,TAR DNA-binding protein 43,NCBITaxon:9606,PMID:28335005,TAR DNA binding protein,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
BOLL,Protein boule-like,NCBITaxon:9606,PMID:16001084,"boule homolog, RNA binding protein",NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
EIF4A1,Eukaryotic initiation factor 4A-I,NCBITaxon:9606,Reactome:R-HSA-72613,eukaryotic translation initiation factor 4A1,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
HNRNPD,Heterogeneous nuclear ribonucleoprotein D0,NCBITaxon:9606,PMID:24423872,heterogeneous nuclear ribonucleoprotein D,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
INPP5E,Phosphatidylinositol polyphosphate 5-phosphatase type IV,NCBITaxon:9606,GO_REF:0000107,inositol polyphosphate-5-phosphatase E,NCBITaxon:10090,MGI:MGI:4417868|GO_REF:0000096,GO0006412
GSPT1,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A,NCBITaxon:9606,PMID:15326224,G1 to S phase transition 1,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
TRAP1,"Heat shock protein 75 kDa, mitochondrial",NCBITaxon:9606,PMID:24113185,TNF receptor-associated protein 1,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
ILF3,Interleukin enhancer-binding factor 3,NCBITaxon:9606,GO_REF:0000024,interleukin enhancer binding factor 3,NCBITaxon:10090,MGI:MGI:4867319|PMID:21123651,GO0006412
AIMP1,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1,NCBITaxon:9606,Reactome:R-HSA-379716,aminoacyl tRNA synthetase complex-interacting multifunctional protein 1,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
RPS12,40S ribosomal protein S12,NCBITaxon:9606,PMID:15883184,ribosomal protein S12,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
RPL12,60S ribosomal protein L12,NCBITaxon:9606,PMID:12962325,ribosomal protein L12,NCBITaxon:10090,PMID:21873635,GO0006412
EEF2,Elongation factor 2,NCBITaxon:9606,Reactome:R-HSA-156842,eukaryotic translation elongation factor 2,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
ENC1,Ectoderm-neural cortex protein 1,NCBITaxon:9606,PMID:19424503,ectodermal-neural cortex 1,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
RPL22,60S ribosomal protein L22,NCBITaxon:9606,PMID:12962325,ribosomal protein L22,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
MRPS18A,"39S ribosomal protein S18a, mitochondrial",NCBITaxon:9606,PMID:11279123,mitochondrial ribosomal protein S18A,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
NARS2,"Probable asparagine--tRNA ligase, mitochondrial",NCBITaxon:9606,GO_REF:0000024,asparaginyl-tRNA synthetase 2 (mitochondrial)(putative),NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
EIF3L,Eukaryotic translation initiation factor 3 subunit L,NCBITaxon:9606,GO_REF:0000104,"eukaryotic translation initiation factor 3, subunit L",NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
DRG1,Developmentally-regulated GTP-binding protein 1,NCBITaxon:9606,PMID:21873635,developmentally regulated GTP binding protein 1,NCBITaxon:10090,PMID:21873635,GO0006412
FOXO3,Forkhead box protein O3,NCBITaxon:9606,PMID:21329882,forkhead box O3,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
MRPL23,"39S ribosomal protein L23, mitochondrial",NCBITaxon:9606,PMID:8541832,mitochondrial ribosomal protein L23,NCBITaxon:10090,MGI:MGI:2154458|GO_REF:0000008,GO0006412
RPL35,60S ribosomal protein L35,NCBITaxon:9606,PMID:12962325,ribosomal protein L35,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
METTL5,rRNA N6-adenosine-methyltransferase METTL5,NCBITaxon:9606,GO_REF:0000024,methyltransferase like 5,NCBITaxon:10090,MGI:MGI:6436417|PMID:32217665,GO0006412
DHX33,ATP-dependent RNA helicase DHX33,NCBITaxon:9606,GO_REF:0000107,DEAH (Asp-Glu-Ala-His) box polypeptide 33,NCBITaxon:10090,MGI:MGI:6120061|PMID:26100019,GO0006412
FMR1,Synaptic functional regulator FMR1,NCBITaxon:9606,PMID:19097999,FMRP translational regulator 1,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
EIF4ENIF1,Eukaryotic translation initiation factor 4E transporter,NCBITaxon:9606,PMID:16157702,eukaryotic translation initiation factor 4E nuclear import factor 1,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
RPL9,60S ribosomal protein L9,NCBITaxon:9606,PMID:12962325,ribosomal protein L9,NCBITaxon:10090,MGI:MGI:1289113|PMID:7600302,GO0006412
ZCCHC4,rRNA N6-adenosine-methyltransferase ZCCHC4,NCBITaxon:9606,PMID:30531910,"zinc finger, CCHC domain containing 4",NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
FTO,Alpha-ketoglutarate-dependent dioxygenase FTO,NCBITaxon:9606,PMID:28002401,fat mass and obesity associated,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
UNK,RING finger protein unkempt homolog,NCBITaxon:9606,PMID:25737280,unkempt family zinc finger,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
NSUN3,"tRNA (cytosine(34)-C(5))-methyltransferase, mitochondrial",NCBITaxon:9606,PMID:27356879,NOL1/NOP2/Sun domain family member 3,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
CNOT6L,CCR4-NOT transcription complex subunit 6-like,NCBITaxon:9606,GO_REF:0000107,"CCR4-NOT transcription complex, subunit 6-like",NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
SECISBP2L,Selenocysteine insertion sequence-binding protein 2-like,NCBITaxon:9606,PMID:21873635,Selenocysteine insertion sequence-binding protein 2-like,NCBITaxon:10090,PMID:21873635,GO0006412
SARNP,SAP domain-containing ribonucleoprotein,NCBITaxon:9606,GO_REF:0000043,SAP domain containing ribonucleoprotein,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
EIF2AK1,Eukaryotic translation initiation factor 2-alpha kinase 1,NCBITaxon:9606,GO_REF:0000108,eukaryotic translation initiation factor 2 alpha kinase 1,NCBITaxon:10090,MGI:MGI:2677529|PMID:11726526,GO0006412
TPR,Nucleoprotein TPR,NCBITaxon:9606,PMID:21613532,"translocated promoter region, nuclear basket protein",NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
MARS1,"Methionine--tRNA ligase, cytoplasmic",NCBITaxon:9606,Reactome:R-HSA-379716,methionine-tRNA synthetase 1,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
MRPL12,"39S ribosomal protein L12, mitochondrial",NCBITaxon:9606,Reactome:R-HSA-5389840,mitochondrial ribosomal protein L12,NCBITaxon:10090,MGI:MGI:1890123|PMID:10600119,GO0006412
CDKAL1,Threonylcarbamoyladenosine tRNA methylthiotransferase,NCBITaxon:9606,GO_REF:0000107,CDK5 regulatory subunit associated protein 1-like 1,NCBITaxon:10090,MGI:MGI:5297757|PMID:21841312,GO0006412
RPL36,60S ribosomal protein L36,NCBITaxon:9606,PMID:25957688,ribosomal protein L36,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
RPL3,60S ribosomal protein L3,NCBITaxon:9606,PMID:12962325,ribosomal protein L3,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
RPL10,60S ribosomal protein L10,NCBITaxon:9606,PMID:12962325,ribosomal protein L10,NCBITaxon:10090,MGI:MGI:2154458|GO_REF:0000008,GO0006412
RPS19,40S ribosomal protein S19,NCBITaxon:9606,PMID:8706699,ribosomal protein S19,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
RPL11,60S ribosomal protein L11,NCBITaxon:9606,PMID:25957688,ribosomal protein L11,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
GATC,"Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial",NCBITaxon:9606,PMID:19805282,"glutamyl-tRNA(Gln) amidotransferase, subunit C",NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
CHCHD1,Coiled-coil-helix-coiled-coil-helix domain-containing protein 1,NCBITaxon:9606,Reactome:R-HSA-5389840,coiled-coil-helix-coiled-coil-helix domain containing 1,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
EIF2B4,Translation initiation factor eIF-2B subunit delta,NCBITaxon:9606,PMID:16289705,"eukaryotic translation initiation factor 2B, subunit 4 delta",NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
DDX25,ATP-dependent RNA helicase DDX25,NCBITaxon:9606,GO_REF:0000024,DEAD box helicase 25,NCBITaxon:10090,MGI:MGI:3696333|PMID:16968703,GO0006412
CNOT8,CCR4-NOT transcription complex subunit 8,NCBITaxon:9606,PMID:21873635,"CCR4-NOT transcription complex, subunit 8",NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
PTCD3,"Pentatricopeptide repeat domain-containing protein 3, mitochondrial",NCBITaxon:9606,GO_REF:0000043,pentatricopeptide repeat domain 3,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
TRUB2,Mitochondrial mRNA pseudouridine synthase TRUB2,NCBITaxon:9606,PMID:27667664,TruB pseudouridine (psi) synthase family member 2,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
RPS7,40S ribosomal protein S7,NCBITaxon:9606,PMID:15883184,ribosomal protein S7,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
EEF1D,Elongation factor 1-delta,NCBITaxon:9606,GO_REF:0000043,eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein),NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
FASTKD3,"FAST kinase domain-containing protein 3, mitochondrial",NCBITaxon:9606,PMID:27789713,FAST kinase domains 3,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
EIF4E2,Eukaryotic translation initiation factor 4E type 2,NCBITaxon:9606,GO_REF:0000043,eukaryotic translation initiation factor 4E member 2,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
NEMF,Nuclear export mediator factor NEMF,NCBITaxon:9606,PMID:21873635,nuclear export mediator factor,NCBITaxon:10090,PMID:21873635,GO0006412
EIF4EBP3,Eukaryotic translation initiation factor 4E-binding protein 3,NCBITaxon:9606,PMID:9593750,eukaryotic translation initiation factor 4E binding protein 3,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
SYNCRIP,Heterogeneous nuclear ribonucleoprotein Q,NCBITaxon:9606,PMID:15479637,"synaptotagmin binding, cytoplasmic RNA interacting protein",NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
SOX4,Transcription factor SOX-4,NCBITaxon:9606,PMID:19234109,SRY (sex determining region Y)-box 4,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
MRPL57,"Ribosomal protein 63, mitochondrial",NCBITaxon:9606,PMID:11402041,mitochondrial ribosomal protein L57,NCBITaxon:10090,MGI:MGI:2151818|PMID:11402041,GO0006412
DPH2,2-(3-amino-3-carboxypropyl)histidine synthase subunit 2,NCBITaxon:9606,GO_REF:0000041,DPH2 homolog,NCBITaxon:10090,PMID:21873635,GO0006412
THBS1,Thrombospondin-1,NCBITaxon:9606,PMID:15700281,thrombospondin 1,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
RPLP0,60S acidic ribosomal protein P0,NCBITaxon:9606,PMID:12962325,"ribosomal protein, large, P0",NCBITaxon:10090,PMID:21873635,GO0006412
PCIF1,mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase,NCBITaxon:9606,PMID:31279659,phosphorylated CTD interacting factor 1,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
EIF5B,Eukaryotic translation initiation factor 5B,NCBITaxon:9606,PMID:10200264,eukaryotic translation initiation factor 5B,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
RPL10L,60S ribosomal protein L10-like,NCBITaxon:9606,GO_REF:0000002,ribosomal protein L10-like,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
DENR,Density-regulated protein,NCBITaxon:9606,PMID:20713520,density-regulated protein,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
SRP9,Signal recognition particle 9 kDa protein,NCBITaxon:9606,GO_REF:0000002,signal recognition particle 9,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
LRPPRC,"Leucine-rich PPR motif-containing protein, mitochondrial",NCBITaxon:9606,GO_REF:0000107,leucine-rich PPR-motif containing,NCBITaxon:10090,MGI:MGI:5438202|PMID:22045337,GO0006412
TUFM,"Elongation factor Tu, mitochondrial",NCBITaxon:9606,PMID:9332382,"Tu translation elongation factor, mitochondrial",NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
MRPL19,"39S ribosomal protein L19, mitochondrial",NCBITaxon:9606,Reactome:R-HSA-5389840,mitochondrial ribosomal protein L19,NCBITaxon:10090,MGI:MGI:1890123|PMID:10600119,GO0006412
MARS2,"Methionine--tRNA ligase, mitochondrial",NCBITaxon:9606,Reactome:R-HSA-379726,methionine-tRNA synthetase 2 (mitochondrial),NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
CALR,Calreticulin,NCBITaxon:9606,PMID:12242300,calreticulin,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
MRPL18,"39S ribosomal protein L18, mitochondrial",NCBITaxon:9606,PMID:11543634,mitochondrial ribosomal protein L18,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
QRSL1,"Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial",NCBITaxon:9606,PMID:19805282,glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
CNOT7,CCR4-NOT transcription complex subunit 7,NCBITaxon:9606,PMID:21873635,"CCR4-NOT transcription complex, subunit 7",NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
CNOT6,CCR4-NOT transcription complex subunit 6,NCBITaxon:9606,GO_REF:0000043,"CCR4-NOT transcription complex, subunit 6",NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
GATB,"Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial",NCBITaxon:9606,PMID:19805282,"glutamyl-tRNA(Gln) amidotransferase, subunit B",NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
PIWIL1,Piwi-like protein 1,NCBITaxon:9606,GO_REF:0000043,piwi-like RNA-mediated gene silencing 1,NCBITaxon:10090,MGI:MGI:3663970|PMID:16938833,GO0006412
EIF3G,Eukaryotic translation initiation factor 3 subunit G,NCBITaxon:9606,GO_REF:0000104,"eukaryotic translation initiation factor 3, subunit G",NCBITaxon:10090,MGI:MGI:3843422|PMID:17581632,GO0006412
MCTS1,Malignant T-cell-amplified sequence 1,NCBITaxon:9606,PMID:20713520,malignant T cell amplified sequence 1,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
PPP1R15A,Protein phosphatase 1 regulatory subunit 15A,NCBITaxon:9606,PMID:12556489,"protein phosphatase 1, regulatory subunit 15A",NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
DHX36,ATP-dependent DNA/RNA helicase DHX36,NCBITaxon:9606,PMID:24369427,DEAH (Asp-Glu-Ala-His) box polypeptide 36,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
CNOT11,CCR4-NOT transcription complex subunit 11,NCBITaxon:9606,GO_REF:0000043,"CCR4-NOT transcription complex, subunit 11",NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
DPH5,Diphthine methyl ester synthase,NCBITaxon:9606,GO_REF:0000041,diphthamide biosynthesis 5,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
RPS2,40S ribosomal protein S2,NCBITaxon:9606,PMID:15883184,ribosomal protein S2,NCBITaxon:10090,MGI:MGI:4417868|GO_REF:0000096,GO0006412
EIF4G3,Eukaryotic translation initiation factor 4 gamma 3,NCBITaxon:9606,GO_REF:0000043,"eukaryotic translation initiation factor 4 gamma, 3",NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
EGFR,Epidermal growth factor receptor,NCBITaxon:9606,GO_REF:0000107,epidermal growth factor receptor,NCBITaxon:10090,MGI:MGI:4417868|GO_REF:0000096,GO0006412
BCL3,B-cell lymphoma 3 protein,NCBITaxon:9606,PMID:16384933,B cell leukemia/lymphoma 3,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
RPL29,60S ribosomal protein L29,NCBITaxon:9606,PMID:12962325,ribosomal protein L29,NCBITaxon:10090,MGI:MGI:3695840|PMID:17195189,GO0006412
KLHL25,Kelch-like protein 25,NCBITaxon:9606,PMID:22578813,kelch-like 25,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
MRPL11,"39S ribosomal protein L11, mitochondrial",NCBITaxon:9606,PMID:11543634,mitochondrial ribosomal protein L11,NCBITaxon:10090,MGI:MGI:2154458|GO_REF:0000008,GO0006412
MRPS16,"28S ribosomal protein S16, mitochondrial",NCBITaxon:9606,PMID:11279123,mitochondrial ribosomal protein S16,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
MRPS23,"28S ribosomal protein S23, mitochondrial",NCBITaxon:9606,Reactome:R-HSA-5389840,mitochondrial ribosomal protein S23,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
ABCF1,ATP-binding cassette sub-family F member 1,NCBITaxon:9606,PMID:9790762,"ATP-binding cassette, sub-family F (GCN20), member 1",NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
ZFP36L2,mRNA decay activator protein ZFP36L2,NCBITaxon:9606,GO_REF:0000024,"zinc finger protein 36, C3H type-like 2",NCBITaxon:10090,MGI:MGI:4818820|PMID:20622884,GO0006412
MTRF1,"Peptide chain release factor 1, mitochondrial",NCBITaxon:9606,GO_REF:0000002,mitochondrial translational release factor 1,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
NAT10,RNA cytidine acetyltransferase,NCBITaxon:9606,PMID:30449621,N-acetyltransferase 10,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
DPH3,DPH3 homolog,NCBITaxon:9606,GO_REF:0000024,diphthamine biosynthesis 3,NCBITaxon:10090,PMID:21873635,GO0006412
